BSBG05D,BSBG04,BSBG13E,BSBG13D,BSBG14A,BSBM16A,BSBM17D,BSBM18C,BSBM20E,BSBM20I,mean_PV
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Once or twice a month,Disagree a little,Agree a lot,Every or almost every lesson,Disagree a lot,Disagree a little,359.03793400000006
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,474.531282
No,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,351.999276
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,406.562024
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,416.8764560000001
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,487.992134
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,At least once a week,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a little,456.9001359999999
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,A few times a year,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,386.649354
Yes,Enough to fill two bookcases (101–200 books),Agree a little,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a little,439.208902
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a lot,383.30999
Yes,None or very few (0–10 books),Agree a little,Agree a little,A few times a year,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a little,316.955058
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,A few times a year,Disagree a little,Disagree a little,Some lessons,Agree a little,Agree a little,355.161924
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Agree a little,Agree a little,Never,Agree a little,Agree a lot,381.253338
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a little,Never,Agree a lot,Agree a little,416.540906
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Disagree a little,Never,Agree a little,Agree a lot,444.306352
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a lot,Never,Disagree a lot,Agree a lot,444.0207
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Disagree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,367.483414
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,Some lessons,Agree a lot,Agree a lot,366.117342
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,460.888722
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,410.8276680000001
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,418.714404
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a little,Every or almost every lesson,Agree a little,Agree a little,414.24655600000006
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Disagree a lot,Some lessons,Disagree a little,Agree a little,476.505112
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Disagree a little,Agree a lot,516.834006
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,464.58196
Yes,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a lot,Agree a little,Every or almost every lesson,Agree a lot,Agree a lot,424.16721400000006
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,425.058934
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,522.1737820000001
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a lot,454.535208
No,Enough to fill one shelf (11–25 books),Agree a little,Disagree a little,Once or twice a month,Agree a little,Disagree a lot,About half the lessons,Agree a little,Agree a lot,457.331572
No,None or very few (0–10 books),Agree a little,Agree a lot,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a little,440.023068
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,452.933454
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a lot,437.146176
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a little,About half the lessons,Agree a little,Agree a lot,454.718812
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Disagree a lot,Agree a lot,404.166364
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,361.371426
Yes,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a lot,Agree a little,Every or almost every lesson,Disagree a lot,Agree a little,422.64791
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Disagree a lot,Agree a lot,Some lessons,Agree a little,Agree a little,398.305424
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Disagree a little,About half the lessons,Agree a little,Agree a lot,464.9545059999999
No,None or very few (0–10 books),Agree a lot,Disagree a little,At least once a week,Disagree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,434.43223
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Disagree a little,About half the lessons,Disagree a little,Agree a little,271.5926820000001
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Never,Disagree a little,Disagree a lot,346.453024
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,360.085924
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,396.255736
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,335.434388
Yes,None or very few (0–10 books),Agree a little,Disagree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,363.80689
Yes,None or very few (0–10 books),Agree a little,Agree a lot,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,317.25271000000004
Yes,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,378.1797820000001
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a little,344.79701800000004
No,Enough to fill one shelf (11–25 books),Agree a lot,Disagree a lot,A few times a year,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,369.746908
No,None or very few (0–10 books),Agree a little,Disagree a little,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,416.463112
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,392.552196
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,350.67378
No,Enough to fill one shelf (11–25 books),Disagree a little,Disagree a lot,Never,Agree a lot,Disagree a little,About half the lessons,Agree a lot,Agree a little,372.169312
No,None or very few (0–10 books),Disagree a lot,Disagree a lot,At least once a week,Agree a lot,Agree a little,Every or almost every lesson,Agree a lot,Agree a little,390.1035020000001
No,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,390.263156
No,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Agree a little,Agree a little,About half the lessons,Agree a lot,Agree a little,326.76731000000007
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,A few times a year,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,330.679404
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,394.63898
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,384.92069
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Disagree a lot,393.71043
No,None or very few (0–10 books),Disagree a little,Agree a lot,Never,Agree a little,Agree a little,Some lessons,Disagree a lot,Agree a lot,351.06325400000003
No,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,313.479938
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Disagree a lot,Agree a little,328.056902
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Agree a lot,Agree a little,About half the lessons,Disagree a little,Disagree a little,318.555436
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,460.634962
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Every or almost every lesson,Disagree a little,Agree a lot,319.350036
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Disagree a lot,Agree a lot,Never,Disagree a lot,Agree a lot,313.16591600000004
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,384.896804
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,403.462756
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,312.776624
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a lot,303.928924
No,None or very few (0–10 books),Disagree a little,Agree a little,Never,Disagree a little,Agree a lot,Some lessons,Disagree a lot,Disagree a lot,340.62953200000004
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,460.87552199999993
No,None or very few (0–10 books),Agree a little,Agree a little,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,322.858692
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,399.512418
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,338.32912
Yes,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,452.77708
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,381.21498800000006
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Disagree a lot,Agree a little,Every or almost every lesson,Agree a little,Agree a lot,390.92653
No,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,Never,Disagree a lot,Agree a little,About half the lessons,Disagree a lot,Disagree a lot,391.179486
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,381.319284
Yes,None or very few (0–10 books),Disagree a lot,Disagree a lot,At least once a week,Disagree a lot,Disagree a lot,Never,Disagree a lot,Disagree a lot,393.897228
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Agree a little,Never,Agree a little,Agree a little,Some lessons,Agree a lot,Agree a lot,440.056532
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,512.5208420000001
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Some lessons,Agree a lot,Agree a lot,404.39216
No,Enough to fill two bookcases (101–200 books),Disagree a lot,Disagree a little,At least once a week,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,469.383548
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,413.5690680000001
