BSBG05D,BSBG04,BSBG13E,BSBG13D,BSBG14A,BSBM16A,BSBM17D,BSBM18C,BSBM20E,BSBM20I,mean_PV,score_category
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,363.658804,1
No,None or very few (0–10 books),Disagree a lot,Disagree a little,Never,Disagree a little,Agree a lot,Every or almost every lesson,Disagree a lot,Disagree a lot,321.66339800000003,1
No,None or very few (0–10 books),Disagree a little,Agree a lot,A few times a year,Disagree a lot,Disagree a lot,Never,Agree a little,Disagree a little,327.573848,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a little,349.33663,1
No,None or very few (0–10 books),Agree a little,Agree a lot,At least once a week,Disagree a little,Agree a lot,About half the lessons,Agree a little,Agree a little,381.954188,1
No,None or very few (0–10 books),Disagree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a little,420.92724,2
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,419.073668,2
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,A few times a year,Agree a little,Agree a little,Never,Agree a little,Agree a lot,578.2359739999999,4
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Never,Agree a little,Agree a lot,Never,Disagree a lot,Agree a lot,467.6282,2
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a little,Agree a lot,Never,Disagree a lot,Agree a little,517.3361179999999,3
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Agree a little,A few times a year,Agree a little,Agree a lot,Some lessons,Agree a lot,Agree a lot,510.9152419999999,3
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Disagree a little,Once or twice a month,Disagree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,393.386816,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a little,Some lessons,Disagree a lot,Disagree a little,415.481926,2
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a lot,415.933928,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,505.670058,3
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a lot,Some lessons,Agree a lot,Agree a lot,468.011902,2
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,444.419412,2
Yes,Enough to fill one shelf (11–25 books),Disagree a lot,Disagree a little,At least once a week,Agree a little,Agree a little,Every or almost every lesson,Disagree a lot,Agree a little,367.27476400000006,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a little,About half the lessons,Disagree a little,Agree a little,395.313066,1
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a little,About half the lessons,Agree a little,Agree a lot,446.332948,2
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a little,About half the lessons,Agree a lot,Agree a little,338.55925399999995,1
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,A few times a year,Disagree a little,Agree a little,Some lessons,Disagree a little,Agree a lot,566.278908,4
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,Never,Agree a lot,Agree a little,Some lessons,Agree a lot,Agree a lot,478.108356,3
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,491.729918,3
Yes,None or very few (0–10 books),Agree a little,Agree a lot,A few times a year,Disagree a little,Agree a little,Never,Disagree a little,Agree a lot,450.77150599999993,2
Yes,None or very few (0–10 books),Disagree a lot,Disagree a lot,Never,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a little,Agree a little,417.56432000000007,2
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Disagree a little,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,540.868214,3
No,None or very few (0–10 books),Disagree a little,Agree a little,A few times a year,Agree a little,Agree a little,Some lessons,Agree a little,Agree a little,486.56869,3
Yes,None or very few (0–10 books),Disagree a lot,Disagree a lot,Never,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Disagree a lot,422.828472,2
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,503.334646,3
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Once or twice a month,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,478.205628,3
Yes,Enough to fill one bookcase (26–100 books),Disagree a lot,Agree a little,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,478.438142,3
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,Never,Agree a lot,Agree a lot,Never,Disagree a lot,Agree a lot,490.0599,3
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Disagree a lot,Disagree a little,Some lessons,Agree a little,Agree a lot,403.338218,2
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Disagree a little,Disagree a little,About half the lessons,Agree a little,Disagree a lot,381.732112,1
No,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Disagree a lot,Agree a little,Never,Disagree a lot,Disagree a little,361.755626,1
Yes,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,408.38948199999993,2
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,483.832694,3
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,414.825198,2
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,413.82731,2
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,499.8968940000001,3
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,497.24635400000005,3
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,446.804276,2
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,361.584732,1
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,Never,Disagree a lot,Agree a lot,430.5317000000001,2
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,474.2095000000001,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Disagree a lot,Agree a lot,Never,Disagree a lot,Agree a lot,311.167282,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Disagree a lot,Agree a little,About half the lessons,Disagree a lot,Agree a lot,285.95674799999995,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,407.744098,2
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,471.228996,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,447.05828,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,383.758884,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,440.743802,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,406.772244,2
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,A few times a year,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,340.11396,1
No,None or very few (0–10 books),Disagree a lot,Agree a little,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,409.03609,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,445.383594,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,405.21905,2
No,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a lot,380.08773,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,319.03996800000004,1
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Disagree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,425.29239,2
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a little,Agree a little,Some lessons,Disagree a little,Agree a lot,406.010742,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,385.49122,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Never,Disagree a little,Agree a lot,429.110124,2
No,Enough to fill two bookcases (101–200 books),Disagree a lot,Agree a little,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,551.8167,4
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,296.625098,1
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,419.879384,2
Yes,None or very few (0–10 books),Disagree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,371.590542,1
Yes,None or very few (0–10 books),Agree a little,Disagree a little,Once or twice a month,Disagree a lot,Agree a lot,About half the lessons,Disagree a lot,Disagree a lot,402.18769,2
No,None or very few (0–10 books),Agree a lot,Agree a little,A few times a year,Disagree a little,Agree a lot,Some lessons,Disagree a lot,Agree a lot,340.156438,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,427.81019,2
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Some lessons,Agree a lot,Agree a lot,281.380908,1
No,None or very few (0–10 books),Agree a little,Agree a little,At least once a week,Agree a lot,Agree a little,Every or almost every lesson,Agree a little,Agree a lot,377.627852,1
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a little,Agree a little,Never,Agree a little,Agree a lot,379.318834,1
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a little,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,473.9513940000001,2
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,Some lessons,Disagree a lot,Agree a lot,351.089406,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,479.35494,3
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,481.84329,3
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a little,Some lessons,Disagree a lot,Disagree a little,337.52085,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a lot,Agree a little,Some lessons,Agree a lot,Agree a lot,351.613726,1
No,None or very few (0–10 books),Agree a lot,Agree a little,At least once a week,Agree a little,Agree a little,Some lessons,Agree a little,Agree a little,391.272828,1
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,Never,Agree a little,Disagree a lot,About half the lessons,Agree a little,Agree a lot,419.61153,2
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,482.953426,3
Yes,None or very few (0–10 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Agree a little,About half the lessons,Agree a little,Agree a lot,353.88748000000004,1
Yes,Enough to fill one shelf (11–25 books),Agree a little,Disagree a little,Never,Disagree a little,Disagree a lot,Some lessons,Disagree a little,Disagree a little,382.132116,1
Yes,None or very few (0–10 books),Agree a little,Disagree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,345.882644,1
No,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,377.59794,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Disagree a little,Never,Disagree a lot,Agree a lot,347.204706,1
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,366.385898,1
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,432.455826,2
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,338.695252,1
